Age,Job,MaritalStatus,EducationLevel,CurrentCustomer,UsesRelevantService,ContactMeans,ContactDay,ContactMonth,ContactsTotal,DaysFromPrevAttempt,PrevAttempts,PrevOutcome,CallStartTime,CallEndTime,Outcome
36,data analyst,single,secondary,1,0,mobile-phone,16,nov,1,-1,0,,17:58:39,18:03:09,1
32,engineer,married,secondary,1,0,mobile-phone,18,nov,2,154,6,other,11:07:31,11:08:22,0
52,self-employed,single,tertiary,1,0,,5,jun,17,-1,0,,17:31:21,17:31:42,0
47,entrepreneur,married,secondary,0,0,,5,jun,1,-1,0,,14:18:02,14:42:08,1
60,data analyst,married,tertiary,0,0,mobile-phone,5,feb,2,-1,0,,12:42:26,12:46:16,1
39,technician,single,tertiary,0,0,mobile-phone,26,mar,1,-1,0,,15:13:44,15:18:25,1
36,construction worker,married,secondary,1,0,mobile-phone,8,may,2,-1,0,,16:32:50,16:35:38,0
22,student,single,secondary,0,0,mobile-phone,8,nov,2,38,10,call-again,09:44:13,09:51:42,1
33,data analyst,married,tertiary,0,0,mobile-phone,22,dec,1,-1,0,,11:50:08,11:56:44,0
29,technician,married,secondary,1,0,mobile-phone,28,jul,6,-1,0,,13:51:04,13:52:27,0
38,construction worker,married,primary,0,0,,9,jun,2,-1,0,,13:51:31,14:00:44,0
40,civil servant,married,,0,0,mobile-phone,31,jul,34,-1,0,,09:59:46,10:00:52,0
31,technician,single,tertiary,1,0,,2,jun,8,-1,0,,13:13:19,13:16:31,0
28,civil servant,single,secondary,0,0,telephone,11,oct,2,108,14,other,17:57:57,18:03:14,0
34,technician,single,secondary,0,0,mobile-phone,8,may,3,185,1,failure,13:57:38,13:59:52,0
54,construction worker,divorced,primary,1,0,mobile-phone,20,nov,2,189,2,other,12:32:38,12:37:21,0
60,data analyst,married,tertiary,0,0,telephone,7,jul,15,-1,0,,10:33:55,10:35:14,0
56,entrepreneur,married,tertiary,1,0,,20,may,3,-1,0,,09:07:07,09:12:25,0
43,technician,married,secondary,1,0,mobile-phone,11,aug,4,-1,0,,14:56:04,14:58:18,0
32,data analyst,married,tertiary,0,0,mobile-phone,14,aug,5,-1,0,,12:43:41,12:45:55,0
33,data analyst,single,tertiary,0,0,mobile-phone,18,aug,4,-1,0,,17:36:58,17:39:05,0
51,construction worker,divorced,primary,1,0,mobile-phone,13,may,1,296,11,failure,14:58:27,15:12:16,1
42,technician,single,secondary,1,0,,15,may,6,-1,0,,13:02:36,13:33:43,1
54,retired,married,secondary,0,0,mobile-phone,27,may,1,-1,0,,10:19:10,10:32:50,1
32,data analyst,married,tertiary,1,0,,30,may,2,-1,0,,16:40:17,16:49:42,0
60,retired,divorced,primary,0,1,telephone,21,jul,1,-1,0,,17:17:28,17:18:57,0
35,retired,married,primary,1,0,mobile-phone,29,jan,1,-1,0,,13:21:26,13:23:42,0
60,retired,divorced,secondary,0,0,mobile-phone,30,jul,5,-1,0,,09:56:50,10:04:11,1
39,engineer,married,secondary,0,0,,3,jun,2,-1,0,,15:41:31,15:44:38,0
35,self-employed,single,tertiary,0,0,mobile-phone,11,feb,1,183,1,success,10:49:47,10:55:39,1
44,data analyst,married,tertiary,0,0,mobile-phone,25,aug,7,-1,0,,13:36:37,13:47:07,1
59,retired,married,secondary,0,1,,1,jul,4,-1,0,,13:32:09,13:42:11,0
62,self-employed,divorced,tertiary,1,0,mobile-phone,13,apr,1,182,3,success,09:15:26,09:17:09,1
27,civil servant,married,secondary,1,0,,30,jun,5,-1,0,,17:20:42,17:22:07,0
45,construction worker,married,primary,1,0,mobile-phone,7,aug,2,-1,0,,13:54:15,13:56:17,0
32,data analyst,single,tertiary,1,0,telephone,28,jan,2,-1,0,,13:45:20,13:46:30,0
34,data analyst,divorced,tertiary,0,0,mobile-phone,8,sep,2,184,3,success,15:42:54,15:46:34,1
40,unemployed,single,secondary,0,0,mobile-phone,5,mar,1,91,6,other,10:43:02,10:46:41,1
50,data analyst,married,tertiary,0,1,mobile-phone,8,aug,2,-1,0,,16:32:31,16:33:21,0
49,construction worker,single,primary,1,0,mobile-phone,7,may,2,353,2,other,11:40:44,12:06:00,1
42,construction worker,married,secondary,1,0,mobile-phone,17,nov,1,-1,0,,14:43:38,14:45:14,0
43,construction worker,married,secondary,0,0,mobile-phone,2,jun,1,-1,0,,11:06:22,11:09:11,1
39,data analyst,married,tertiary,1,0,mobile-phone,1,sep,2,476,4,success,13:14:34,13:18:59,1
34,construction worker,single,tertiary,0,0,mobile-phone,5,aug,1,-1,0,,13:15:19,13:20:16,0
32,data analyst,married,tertiary,1,0,telephone,17,jul,1,-1,0,,09:59:10,10:01:41,0
45,data analyst,married,tertiary,0,0,,11,jun,7,-1,0,,11:54:59,11:56:55,0
39,data analyst,single,tertiary,1,0,mobile-phone,20,apr,1,-1,0,,14:44:50,14:52:00,0
56,data analyst,married,tertiary,0,0,mobile-phone,13,aug,2,105,2,success,09:57:51,10:02:44,1
31,technician,single,secondary,1,1,mobile-phone,6,may,1,-1,0,,13:22:44,13:31:34,1
24,student,single,secondary,0,0,mobile-phone,9,nov,1,90,1,failure,09:40:33,09:44:56,1
45,construction worker,married,secondary,1,0,,19,may,2,-1,0,,16:29:40,16:33:11,0
37,data analyst,married,tertiary,0,0,mobile-phone,30,apr,1,-1,0,,13:40:25,13:44:29,1
29,retired,single,tertiary,0,0,mobile-phone,3,dec,1,230,1,success,14:52:11,14:56:45,1
49,retired,married,primary,0,0,telephone,13,aug,4,-1,0,,17:37:04,17:40:38,0
35,construction worker,single,primary,1,1,telephone,7,may,1,-1,0,,16:04:55,16:05:24,0
57,engineer,married,,0,0,mobile-phone,21,aug,22,-1,0,,16:06:53,16:08:24,0
51,construction worker,married,primary,1,0,mobile-phone,26,aug,20,-1,0,,12:55:38,12:56:06,0
30,civil servant,married,secondary,1,0,mobile-phone,15,may,5,-1,0,,16:49:08,16:50:17,0
84,retired,divorced,primary,0,0,telephone,18,may,3,-1,0,,15:04:37,15:10:30,1
49,data analyst,divorced,tertiary,0,0,,19,jun,9,-1,0,,10:32:15,10:34:33,0
35,civil servant,single,primary,0,1,mobile-phone,11,jul,2,-1,0,,10:35:40,10:45:54,1
35,data analyst,married,tertiary,1,0,mobile-phone,3,nov,1,-1,0,,14:55:56,14:57:38,1
50,engineer,married,secondary,0,0,mobile-phone,28,jul,6,-1,0,,17:35:55,17:37:17,0
34,construction worker,single,,1,0,mobile-phone,18,may,1,370,1,failure,12:11:09,12:11:29,0
51,construction worker,married,secondary,1,0,mobile-phone,7,apr,1,-1,0,,10:07:13,10:22:08,1
35,technician,married,tertiary,0,0,mobile-phone,11,aug,3,182,4,success,10:49:28,10:53:10,1
38,civil servant,single,tertiary,1,0,,5,jun,2,-1,0,,13:58:55,14:02:52,0
34,construction worker,married,tertiary,1,1,mobile-phone,6,may,1,-1,0,,16:54:55,16:57:36,0
54,,married,primary,0,0,mobile-phone,22,aug,12,-1,0,,11:31:36,11:42:27,0
49,retired,married,secondary,0,0,mobile-phone,24,dec,3,202,2,failure,10:08:17,10:09:19,0
46,technician,married,secondary,1,1,telephone,7,may,4,286,1,other,13:38:53,13:41:11,0
45,engineer,divorced,secondary,1,1,mobile-phone,22,may,1,95,2,success,13:14:39,13:24:21,1
59,retired,divorced,tertiary,1,0,,8,may,4,-1,0,,09:22:07,09:29:09,0
31,data analyst,single,tertiary,1,0,mobile-phone,13,apr,5,-1,0,,17:51:40,17:54:47,0
56,retired,divorced,primary,0,0,,5,jun,1,-1,0,,15:20:43,15:46:41,1
46,data analyst,married,tertiary,0,0,mobile-phone,30,apr,1,87,1,failure,13:49:36,14:05:46,1
51,retired,married,secondary,0,1,,20,jun,2,-1,0,,17:20:41,17:25:29,0
31,data analyst,single,tertiary,0,0,mobile-phone,11,aug,2,-1,0,,12:04:33,12:05:42,0
22,student,single,,0,0,mobile-phone,30,jul,1,430,2,other,11:24:19,11:29:02,1
39,engineer,married,secondary,1,0,mobile-phone,18,nov,1,181,2,failure,14:38:16,14:46:51,0
59,retired,married,secondary,0,0,mobile-phone,24,jul,1,-1,0,,10:00:36,10:08:20,0
36,engineer,married,secondary,1,0,mobile-phone,19,nov,2,-1,0,,11:57:06,12:26:58,1
19,student,single,primary,0,0,mobile-phone,18,jan,2,95,4,failure,12:07:08,12:10:05,0
30,data analyst,married,tertiary,1,0,mobile-phone,4,jun,1,-1,0,,16:20:26,16:23:40,1
54,data analyst,married,tertiary,0,0,,9,jun,3,-1,0,,12:24:07,12:25:46,0
32,technician,single,tertiary,1,0,mobile-phone,6,apr,2,-1,0,,09:29:42,09:33:25,0
47,data analyst,married,tertiary,0,0,mobile-phone,1,oct,1,-1,0,,15:16:11,15:17:52,1
35,data analyst,divorced,tertiary,0,0,mobile-phone,6,aug,2,-1,0,,13:05:18,13:17:18,1
30,data analyst,single,tertiary,0,0,mobile-phone,5,aug,2,-1,0,,14:19:28,14:24:27,0
51,data analyst,single,secondary,1,0,,16,jun,3,-1,0,,13:56:26,14:17:14,1
63,retired,married,secondary,0,0,mobile-phone,11,sep,1,80,1,failure,13:37:20,13:39:13,0
45,engineer,married,,0,0,mobile-phone,2,jul,1,-1,0,,11:37:55,11:42:27,1
43,data analyst,married,,1,0,mobile-phone,5,feb,6,231,9,failure,14:20:12,14:20:23,0
35,technician,married,secondary,1,1,mobile-phone,14,may,2,-1,0,,12:37:52,12:38:54,0
45,entrepreneur,married,,1,1,mobile-phone,10,jul,1,-1,0,,16:39:50,16:53:14,1
32,construction worker,married,primary,1,0,,9,may,3,-1,0,,11:43:54,11:44:15,0
29,civil servant,married,secondary,1,0,mobile-phone,23,jul,3,-1,0,,10:28:24,10:29:38,0
36,data analyst,married,tertiary,0,0,mobile-phone,2,feb,1,-1,0,,10:28:09,10:32:54,1
32,data analyst,single,tertiary,0,0,mobile-phone,21,aug,5,-1,0,,17:03:43,17:15:09,1
59,data analyst,married,primary,1,1,,26,may,2,-1,0,,11:24:53,11:26:36,0
37,technician,single,tertiary,1,0,mobile-phone,2,feb,2,200,7,other,13:31:39,13:35:22,0
26,entrepreneur,married,tertiary,0,1,mobile-phone,25,jul,1,-1,0,,12:33:07,12:45:17,0
46,data analyst,married,tertiary,0,0,mobile-phone,24,mar,3,-1,0,,09:17:41,09:22:10,1
59,construction worker,married,primary,1,0,mobile-phone,14,aug,2,-1,0,,10:01:58,10:03:25,0
28,self-employed,married,tertiary,1,0,mobile-phone,4,feb,3,196,4,failure,12:54:06,13:03:12,1
51,engineer,single,secondary,0,0,mobile-phone,23,jul,2,-1,0,,10:35:33,10:46:11,1
35,engineer,married,secondary,1,1,mobile-phone,17,nov,3,-1,0,,15:33:58,15:35:08,0
29,unemployed,single,tertiary,0,0,mobile-phone,25,may,1,-1,0,,12:30:12,12:36:45,1
59,technician,married,secondary,0,0,mobile-phone,15,apr,2,378,3,failure,10:26:43,10:29:22,1
27,student,single,secondary,0,0,mobile-phone,28,jan,1,-1,0,,14:15:28,14:17:39,0
26,engineer,married,secondary,1,1,,6,jun,2,-1,0,,13:45:44,14:07:00,1
37,construction worker,married,primary,1,1,mobile-phone,12,may,1,-1,0,,17:38:04,17:49:34,1
42,data analyst,divorced,tertiary,0,0,mobile-phone,16,jul,6,84,14,success,16:43:39,16:45:19,0
29,civil servant,single,secondary,0,0,,3,jul,1,-1,0,,17:19:13,17:20:50,0
30,student,single,tertiary,0,0,mobile-phone,11,aug,2,-1,0,,16:23:41,16:28:10,0
39,data analyst,married,secondary,0,0,mobile-phone,11,aug,4,-1,0,,17:50:39,18:09:40,1
35,construction worker,married,secondary,1,0,mobile-phone,17,apr,2,-1,0,,17:04:57,17:17:15,0
49,engineer,single,secondary,1,0,,15,may,3,-1,0,,11:50:19,12:11:16,1
59,civil servant,single,secondary,0,0,mobile-phone,22,may,1,-1,0,,17:50:16,17:55:36,0
40,engineer,married,secondary,0,0,mobile-phone,15,sep,1,-1,0,,17:12:02,17:15:37,1
18,student,single,,0,0,mobile-phone,8,sep,1,-1,0,,11:48:16,11:51:05,1
28,engineer,single,tertiary,0,0,telephone,29,mar,3,342,1,failure,14:12:52,14:20:05,1
54,technician,divorced,secondary,0,1,mobile-phone,10,jul,4,-1,0,,12:23:12,12:25:43,0
54,retired,divorced,tertiary,1,0,mobile-phone,14,may,1,-1,0,,15:27:00,15:32:34,0
39,engineer,married,secondary,0,0,mobile-phone,21,nov,1,137,1,failure,13:36:38,13:37:26,0
29,data analyst,married,tertiary,1,0,,9,may,1,-1,0,,13:54:10,13:59:34,0
27,construction worker,single,secondary,1,1,,28,may,2,-1,0,,13:53:29,14:05:03,1
50,construction worker,married,secondary,1,1,,27,may,1,-1,0,,15:57:53,16:00:19,0
51,entrepreneur,married,secondary,0,1,mobile-phone,15,jul,3,-1,0,,12:06:43,12:23:24,1
54,construction worker,married,primary,0,0,mobile-phone,12,aug,5,-1,0,,16:24:39,16:25:29,0
36,data analyst,divorced,tertiary,1,0,,4,jun,3,-1,0,,12:10:30,12:16:17,0
38,construction worker,married,secondary,0,0,,20,jun,12,-1,0,,17:55:46,17:56:08,0
32,self-employed,married,tertiary,1,0,,9,may,2,-1,0,,15:02:20,15:06:42,0
39,entrepreneur,married,tertiary,0,0,mobile-phone,31,jul,3,-1,0,,15:25:23,15:26:33,0
35,technician,single,secondary,1,0,mobile-phone,25,may,1,-1,0,,16:29:42,16:33:38,1
46,technician,married,secondary,0,0,mobile-phone,5,aug,2,-1,0,,17:55:35,18:16:02,1
70,retired,married,secondary,0,0,mobile-phone,27,oct,1,-1,0,,13:25:09,13:26:38,0
35,unemployed,divorced,primary,0,0,,20,jun,4,-1,0,,16:57:51,16:58:03,0
38,engineer,married,secondary,1,0,mobile-phone,9,jul,4,239,7,success,16:59:58,17:08:01,1
32,technician,single,secondary,1,1,mobile-phone,15,apr,1,316,3,failure,09:44:00,09:46:49,0
33,civil servant,married,secondary,0,1,,3,jul,1,-1,0,,14:49:03,15:00:19,1
55,technician,married,secondary,1,1,mobile-phone,2,mar,1,-1,0,,13:15:28,13:17:24,1
36,self-employed,single,tertiary,1,1,telephone,17,oct,1,-1,0,,17:31:18,18:25:31,1
60,technician,single,primary,0,0,mobile-phone,26,aug,1,-1,0,,09:35:01,09:40:24,1
43,data analyst,married,,0,0,mobile-phone,9,apr,2,339,2,failure,10:21:12,10:23:01,0
40,technician,single,tertiary,1,0,mobile-phone,4,may,2,91,3,success,13:26:54,13:33:26,1
40,construction worker,married,secondary,0,0,mobile-phone,10,feb,2,93,1,success,10:46:05,10:48:39,1
59,retired,divorced,secondary,1,0,mobile-phone,30,apr,1,-1,0,,10:43:40,10:55:40,1
60,data analyst,married,tertiary,0,0,mobile-phone,7,aug,3,-1,0,,15:51:24,15:58:05,1
41,construction worker,married,primary,1,1,mobile-phone,20,nov,2,-1,0,,14:30:29,14:41:11,0
45,construction worker,married,primary,1,0,telephone,4,feb,5,265,13,failure,10:09:00,10:09:45,0
32,data analyst,single,tertiary,1,0,mobile-phone,20,apr,2,-1,0,,11:32:15,11:34:09,1
51,retired,married,primary,0,0,,11,jun,2,-1,0,,11:57:26,12:00:30,0
81,retired,married,primary,0,0,telephone,11,aug,1,-1,0,,12:08:28,12:11:46,0
43,engineer,divorced,secondary,1,1,,29,may,1,-1,0,,11:09:31,11:17:39,0
38,engineer,married,secondary,0,1,,2,jul,1,-1,0,,09:25:37,09:28:56,0
34,entrepreneur,married,secondary,1,0,mobile-phone,20,nov,1,-1,0,,16:14:10,16:15:38,0
34,construction worker,married,primary,1,0,mobile-phone,15,may,3,-1,0,,12:01:40,12:03:13,0
54,data analyst,married,tertiary,0,0,,9,may,3,-1,0,,16:04:56,16:07:31,0
29,data analyst,married,tertiary,1,0,mobile-phone,3,aug,1,-1,0,,17:02:26,17:22:05,0
31,data analyst,married,tertiary,0,0,mobile-phone,11,aug,3,-1,0,,10:10:02,10:11:59,0
60,unemployed,married,secondary,0,0,mobile-phone,27,may,3,279,4,success,10:30:41,10:33:34,1
30,construction worker,married,secondary,1,1,,13,may,5,-1,0,,14:16:13,14:20:28,0
39,technician,divorced,secondary,0,0,mobile-phone,13,oct,1,48,2,failure,17:37:08,17:41:10,1
34,engineer,married,tertiary,0,0,mobile-phone,30,jul,1,183,2,success,15:53:37,15:58:29,1
27,civil servant,married,secondary,1,0,mobile-phone,7,may,1,337,2,other,16:03:34,16:05:27,0
29,engineer,single,tertiary,1,0,mobile-phone,11,may,1,357,1,other,14:21:32,14:24:47,0
22,student,single,tertiary,0,0,mobile-phone,19,aug,1,-1,0,,13:04:56,13:10:34,1
49,data analyst,married,tertiary,0,0,mobile-phone,5,aug,1,-1,0,,11:48:57,11:53:35,0
33,data analyst,married,secondary,0,0,mobile-phone,15,apr,3,-1,0,,15:29:42,15:32:41,1
29,civil servant,single,secondary,0,0,,8,may,1,-1,0,,12:58:14,13:01:24,0
46,civil servant,married,secondary,0,0,mobile-phone,21,aug,2,-1,0,,09:29:13,09:31:32,0
40,engineer,single,tertiary,0,0,mobile-phone,20,aug,2,-1,0,,12:14:58,12:22:45,1
33,construction worker,single,secondary,0,0,telephone,5,may,1,89,4,failure,09:55:53,09:57:43,0
65,retired,married,primary,0,0,mobile-phone,27,apr,1,-1,0,,17:00:33,17:03:01,1
61,data analyst,married,tertiary,0,0,mobile-phone,2,feb,3,-1,0,,12:26:20,12:37:30,1
29,self-employed,single,tertiary,0,0,mobile-phone,13,oct,1,92,5,success,10:19:56,10:23:06,1
30,technician,single,tertiary,1,1,,19,may,6,-1,0,,16:04:02,16:20:09,1
49,unemployed,married,primary,0,0,mobile-phone,29,jan,2,-1,0,,09:49:16,10:21:13,1
31,data analyst,single,tertiary,0,0,mobile-phone,9,jun,2,92,3,success,15:32:53,15:35:36,1
50,engineer,married,primary,0,0,mobile-phone,28,jan,1,-1,0,,10:05:53,10:07:26,0
50,data analyst,married,tertiary,0,0,mobile-phone,25,jan,1,544,2,failure,16:59:19,17:06:54,1
33,self-employed,married,secondary,1,0,mobile-phone,14,may,7,-1,0,,14:04:32,14:07:22,0
30,construction worker,married,primary,0,0,mobile-phone,10,jul,6,-1,0,,13:04:49,13:06:57,0
54,data analyst,married,tertiary,0,0,mobile-phone,1,jun,2,-1,0,,10:38:09,10:41:06,1
34,construction worker,single,,1,1,mobile-phone,16,nov,1,200,2,success,17:36:47,17:41:42,1
50,construction worker,married,secondary,1,0,mobile-phone,11,may,1,-1,0,,11:07:55,11:11:04,0
44,construction worker,single,secondary,0,0,mobile-phone,20,apr,1,-1,0,,11:46:07,11:48:20,1
34,construction worker,married,primary,1,0,,2,jun,3,-1,0,,09:26:03,09:27:23,0
40,unemployed,single,tertiary,0,0,mobile-phone,3,sep,1,93,1,success,16:45:23,16:57:36,1
47,civil servant,married,primary,0,0,mobile-phone,27,aug,4,-1,0,,09:56:04,09:57:07,0
54,construction worker,married,secondary,0,0,mobile-phone,18,aug,7,-1,0,,17:59:12,18:07:52,1
42,engineer,divorced,secondary,0,1,mobile-phone,22,oct,1,185,1,success,15:32:40,15:35:41,1
27,civil servant,single,secondary,1,0,,28,may,2,-1,0,,12:30:20,12:39:23,1
50,technician,married,secondary,1,0,,6,may,1,-1,0,,10:35:04,10:40:58,0
33,construction worker,married,primary,0,0,mobile-phone,15,may,3,-1,0,,10:25:45,10:26:32,0
39,construction worker,married,primary,0,0,,8,may,1,-1,0,,16:25:16,16:38:49,1
60,data analyst,divorced,secondary,0,0,mobile-phone,5,aug,3,-1,0,,14:08:24,14:18:27,1
60,technician,married,secondary,0,0,mobile-phone,23,oct,3,185,1,success,12:53:14,12:57:44,1
20,construction worker,single,secondary,1,0,mobile-phone,18,may,2,-1,0,,14:43:39,14:54:18,1
47,construction worker,married,secondary,1,0,mobile-phone,4,feb,1,246,4,failure,17:02:34,17:06:14,0
48,construction worker,married,secondary,1,0,mobile-phone,14,may,1,-1,0,,17:39:52,17:41:37,0
59,data analyst,married,tertiary,0,0,mobile-phone,8,jul,2,-1,0,,16:18:17,16:25:27,0
36,technician,married,tertiary,0,0,mobile-phone,20,oct,3,-1,0,,09:22:02,09:27:49,1
55,construction worker,married,secondary,1,0,mobile-phone,12,aug,2,-1,0,,10:18:17,10:20:09,0
32,data analyst,married,tertiary,0,0,mobile-phone,12,feb,4,-1,0,,10:19:34,10:30:40,1
46,data analyst,divorced,tertiary,0,0,mobile-phone,18,mar,1,276,1,other,10:29:41,10:36:41,1
55,technician,married,secondary,0,0,mobile-phone,11,aug,1,180,4,success,17:53:12,17:57:20,0
53,entrepreneur,married,secondary,1,0,telephone,10,jul,27,-1,0,,10:48:58,10:54:09,0
57,technician,married,secondary,0,0,,19,jun,1,-1,0,,17:18:00,17:19:13,0
33,engineer,single,tertiary,1,0,mobile-phone,1,jun,1,237,2,failure,15:54:51,16:00:17,1
28,data analyst,single,tertiary,1,0,telephone,27,aug,2,119,1,other,15:43:05,15:45:42,1
63,retired,divorced,tertiary,0,0,mobile-phone,13,may,1,181,2,success,09:29:50,09:34:13,1
57,data analyst,divorced,tertiary,1,0,mobile-phone,4,sep,1,157,4,failure,09:48:47,10:00:57,1
57,data analyst,married,tertiary,1,0,,8,may,1,-1,0,,09:59:25,10:16:12,0
35,construction worker,divorced,primary,1,0,mobile-phone,12,may,6,-1,0,,09:02:43,09:03:08,0
35,construction worker,married,tertiary,0,0,,12,jun,6,-1,0,,09:35:06,09:54:07,1
53,technician,married,secondary,0,0,mobile-phone,13,may,2,-1,0,,15:41:31,16:00:21,1
39,technician,single,secondary,1,1,,29,may,3,-1,0,,12:04:50,12:07:34,0
38,entrepreneur,divorced,secondary,1,0,mobile-phone,7,dec,4,186,5,success,14:42:25,14:48:12,0
54,data analyst,married,primary,1,1,mobile-phone,7,may,1,-1,0,,11:43:24,11:46:31,0
62,data analyst,married,tertiary,0,0,mobile-phone,25,mar,1,178,2,success,10:05:19,10:08:26,1
58,unemployed,married,secondary,0,0,mobile-phone,5,feb,2,-1,0,,15:06:40,15:11:26,1
49,technician,single,secondary,1,0,,6,jun,2,-1,0,,14:17:32,14:19:04,0
38,retired,divorced,tertiary,0,0,mobile-phone,21,nov,4,182,2,call-again,15:49:51,15:56:38,0
19,student,single,primary,0,0,telephone,10,nov,2,110,2,other,14:43:29,14:45:07,0
34,entrepreneur,married,primary,1,0,mobile-phone,12,may,1,-1,0,,16:11:14,16:25:56,1
39,data analyst,married,primary,0,1,mobile-phone,17,jul,1,-1,0,,12:00:34,12:04:56,0
26,construction worker,married,secondary,1,0,,16,may,3,-1,0,,09:25:07,09:44:10,1
40,construction worker,married,secondary,1,1,mobile-phone,7,jul,1,-1,0,,11:51:32,11:53:24,0
49,entrepreneur,divorced,secondary,0,0,,6,jun,1,-1,0,,10:10:27,10:15:49,0
32,technician,single,secondary,0,0,mobile-phone,11,aug,2,-1,0,,13:54:13,13:55:52,0
28,student,single,tertiary,1,0,mobile-phone,29,jan,1,255,2,other,12:53:52,12:59:48,0
76,retired,divorced,primary,0,0,telephone,15,apr,3,-1,0,,15:12:49,15:15:39,1
37,engineer,married,secondary,1,0,telephone,6,apr,2,138,2,success,15:57:35,16:20:08,1
38,data analyst,married,tertiary,0,0,mobile-phone,12,aug,5,-1,0,,15:17:43,15:35:55,1
34,civil servant,married,secondary,1,0,,16,jun,3,-1,0,,13:50:40,13:52:29,0
30,engineer,single,secondary,1,0,mobile-phone,29,jan,1,-1,0,,17:02:29,17:03:27,0
32,civil servant,single,secondary,1,0,mobile-phone,15,apr,1,-1,0,,16:46:13,16:56:14,0
39,engineer,divorced,secondary,1,0,mobile-phone,15,may,5,-1,0,,09:39:07,09:49:18,1
53,self-employed,divorced,tertiary,0,0,mobile-phone,20,nov,3,-1,0,,13:27:46,13:29:01,0
43,technician,married,tertiary,0,0,mobile-phone,5,aug,2,-1,0,,15:46:53,15:50:16,0
57,retired,single,tertiary,0,0,mobile-phone,13,aug,3,-1,0,,10:56:13,11:00:57,1
42,construction worker,married,secondary,1,0,mobile-phone,30,jan,2,-1,0,,12:29:50,12:31:12,0
54,data analyst,married,tertiary,1,0,mobile-phone,13,feb,9,85,1,failure,14:07:04,14:08:38,0
61,self-employed,divorced,tertiary,1,0,mobile-phone,13,oct,1,182,2,success,12:46:32,12:50:02,1
47,civil servant,married,secondary,0,1,mobile-phone,21,jul,5,-1,0,,09:50:58,09:55:09,0
34,civil servant,married,secondary,1,0,,26,may,1,-1,0,,17:15:58,17:17:00,0
45,data analyst,married,tertiary,1,0,mobile-phone,19,nov,3,111,3,failure,09:54:38,09:56:11,0
33,technician,single,secondary,0,0,mobile-phone,9,feb,2,-1,0,,09:07:51,09:16:12,1
